order_date,model,qty,unit_price,note,source_file
2025-03-21,LS-HDMI-NEMM-5M,500,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-HDMI-NEMM-15M,200,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-HDMI-NEMM-20M,200,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-HDMT-5M,1000,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-HDMT-10M,880,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-HDMT-15M,420,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-2RST-3M,500,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-2RST-15M,200,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-ANT-MMG-2M,1100,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-ANT-MMG-5M,600,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-ANT-MMG-3M,500,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-DP19,600,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-DP15-2M,400,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-WPCOP-C6,1200,,,19403__new order-2025-0321.xlsx
2025-03-21,LSP-EIC-UJW,5000,,,19403__new order-2025-0321.xlsx
2025-03-21,LSP-EIC-FJM,5000,,,19403__new order-2025-0321.xlsx
2025-03-21,LSP-GIC-UJW,5000,,,19403__new order-2025-0321.xlsx
2025-03-21,LSP-GIC-FED4,1000,,,19403__new order-2025-0321.xlsx
2025-03-21,LSP-GKTVM-F1MT,5000,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-P197-2410G,200,,,19403__new order-2025-0321.xlsx
2025-03-21,LSN-CAT5E-STP,60000,,,19403__new order-2025-0321.xlsx
2025-03-21,LSN-CAT6-STP,60000,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-1600H,10,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-420HM,50,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-750HB,30,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-1000HB,20,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-1200HB,20,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-1800HB,20,,,19403__new order-2025-0321.xlsx
2025-03-21,LS-BPA-S1UB,300,,,19403__new order-2025-0321.xlsx
2025-04-10,LS-5UTPD-5MG,3000,,,19696__2025-0410.xlsx
2025-04-10,LS-5UTPD-10MG,1800,,,19696__2025-0410.xlsx
2025-04-10,LS-5UTPD-15MG,1200,,,19696__2025-0410.xlsx
2025-04-10,LS-5UTPD-20MG,640,,,19696__2025-0410.xlsx
2025-04-10,LS-5UTPD-3MY,2200,,remark=VR,19696__2025-0410.xlsx
2025-04-10,LS-5UTPD-15MY,400,,remark=VR,19696__2025-0410.xlsx
2025-04-10,LS-5UTPD-7MY,400,,,19696__2025-0410.xlsx
2025-04-10,LS-C5U305G,300,,,19696__2025-0410.xlsx
2025-04-10,LS-UTP5H-300MG,200,,,19696__2025-0410.xlsx
2025-04-10,LS-UTP5H-300MBK,100,,,19696__2025-0410.xlsx
2025-04-10,LS-5FTPSD-BK3M,1400,,,19696__2025-0410.xlsx
2025-04-10,LS-5FTP-300MG,100,,remark=VR,19696__2025-0410.xlsx
2025-04-10,LS-6UTPD-15MG,900,,,19696__2025-0410.xlsx
2025-04-10,LS-6UTPD-3MR,1400,,,19696__2025-0410.xlsx
2025-04-10,LS-6UTPD-5MR,1200,,,19696__2025-0410.xlsx
2025-04-10,LS-6UTPD-3MY,1400,,,19696__2025-0410.xlsx
2025-04-10,LS-6UTPD-5MB,1200,,,19696__2025-0410.xlsx
2025-04-10,LS-6UTPC-10MG,160,,,19696__2025-0410.xlsx
2025-04-10,LS-6UTP-300MG,200,,,19696__2025-0410.xlsx
2025-04-10,LS-6STPD-3M,3500,,,19696__2025-0410.xlsx
2025-04-10,LS-6STPD-50M,600,,,19696__2025-0410.xlsx
2025-04-10,LS-7UTP-100MG,100,,,19696__2025-0410.xlsx
2025-04-10,LS-7UTP-300MG,100,,,19696__2025-0410.xlsx
2025-04-10,LS-7NSTPD-10M,300,,,19696__2025-0410.xlsx
2025-04-10,LS-USB-AMAM-0.15M,3000,,,19696__2025-0410.xlsx
2025-04-10,LS-USB-AMAM-1.8M,4400,,,19696__2025-0410.xlsx
2025-04-10,LS-SER-9FF-1M,1500,,,19696__2025-0410.xlsx
2025-04-10,LS-SER-9FF-10M,540,,,19696__2025-0410.xlsx
2025-04-10,LS-SER-9MF-10M,900,,,19696__2025-0410.xlsx
2025-04-10,LS-SER-9MF-15M,700,,remark=VR,19696__2025-0410.xlsx
2025-04-10,LS-SER-9MM-1.8M,500,,,19696__2025-0410.xlsx
2025-04-10,LS-HDMI-HMM-3M,2400,,,19696__2025-0410.xlsx
2025-04-10,LS-HDMI-HMM-7M,480,,,19696__2025-0410.xlsx
2025-04-10,LS-DVI19M-1.8M,400,,,19696__2025-0410.xlsx
2025-04-10,LS-DVI19M-3M,300,,remark=VR,19696__2025-0410.xlsx
2025-04-10,LS-DVI19M-5M,200,,,19696__2025-0410.xlsx
2025-04-10,LS-HDMI-AD20-1M,1000,,,19696__2025-0410.xlsx
2025-04-10,LS-HDAOC-10M,100,,,19696__2025-0410.xlsx
2025-04-10,LS-HDAOC-15M,50,,,19696__2025-0410.xlsx
2025-04-10,LS-MDP19,360,,,19696__2025-0410.xlsx
2025-04-10,LS-MDP192-5M,100,,,19696__2025-0410.xlsx
2025-04-10,LS-FSD-LCLC-3M,220,,,19696__2025-0410.xlsx
2025-04-10,LS-FSD-LCLC-5M,160,,,19696__2025-0410.xlsx
2025-04-10,LS-FSD-LCLC-15M,80,,,19696__2025-0410.xlsx
2025-04-10,LS-FMP-SC-1.5M,500,,remark=VR,19696__2025-0410.xlsx
2025-04-10,LS-6PLB-24P19N,300,,,19696__2025-0410.xlsx
2025-04-10,LS-PASS-DB9F,3000,,,19696__2025-0410.xlsx
2025-04-10,LSN-BOOT-OPEN-GR,50000,,remark=VR,19696__2025-0410.xlsx
2025-04-10,LSP-6IC-UKWT,3000,,,19696__2025-0410.xlsx
2025-04-10,LSP-EC-USB3A,1000,,remark=VR,19696__2025-0410.xlsx
2025-04-10,LS-300H,50,,,19696__2025-0410.xlsx
2025-04-10,LS-500H,50,,,19696__2025-0410.xlsx
2025-04-10,LS-750H,30,,,19696__2025-0410.xlsx
2025-04-10,LS-1000H,20,,,19696__2025-0410.xlsx
2025-04-10,LS-1200H,10,,,19696__2025-0410.xlsx
2025-04-10,LS-1800H,10,,,19696__2025-0410.xlsx
2025-04-10,LS-750HS,10,,,19696__2025-0410.xlsx
2025-04-10,LS-1200HS,10,,,19696__2025-0410.xlsx
2025-04-10,LS-1800HS,10,,,19696__2025-0410.xlsx
2025-04-10,LS-2000HS,10,,,19696__2025-0410.xlsx
2025-04-10,LS-240HM,50,,,19696__2025-0410.xlsx
2025-04-10,LS-800HQ,10,,,19696__2025-0410.xlsx
2025-04-10,LS-1600HQ,10,,remark=VR,19696__2025-0410.xlsx
2025-04-10,LS-1600HO,10,,,19696__2025-0410.xlsx
2025-04-10,LS-1800HBO,10,,,19696__2025-0410.xlsx
2025-04-10,LS-SHE-1220HG,100,,,19696__2025-0410.xlsx
2025-04-10,LS-SHE-1220HB,100,,,19696__2025-0410.xlsx
2025-04-10,LS-SSHE-7520HS,30,,,19696__2025-0410.xlsx
2025-04-10,LS-SHE-MINI,50,,,19696__2025-0410.xlsx
2025-06-12,LS-5STPD-5M,1600,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-5STPD-20M,240,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-6UTPD-2MG,3600,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-6UTPD-10MG,960,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-6UTPC-2MG,900,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-6UTPC-5MG,300,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-6UTP-300MG,200,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-6UTP-300MB,100,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-6UTP-300MY,100,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-6UTP-300MR,100,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LSP-7UTP-10M,320,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-7SSTPD-0.5MG,2000,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-7NSTPD-15M,200,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-USB-AMBM-1M,1500,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-USB3.0-AMAM-3M,800,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-SER-9MF-10M,720,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-SER-9MF-15M,560,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-PS2-6MM-1.8M,2400,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-HDMT-2M,2700,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-DVI19M-HDMI-1.5M,1200,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-HDMI-AD20-1M,1000,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-DP15,240,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-OM3-LCLC-1M,300,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-OM3-LCLC-20M,280,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-FOTT-3M,300,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LSN-5EPASS-UTP,100000,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,"LSP-GIC-FJM, STP",3000,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-300H,50,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-1800H,10,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-2000H,10,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-300HB,30,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-750HB,30,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-1200HB,20,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-2000HB,10,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-300HR (바퀴포함),30,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-240HC,100,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-500HO,50,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-1200HQ,10,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-1600HQ,10,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-FSI,200,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-12,LS-CRM-HS2UB,100,,,20655__NEW ORDER-2025-0612.xlsx
2025-06-27,LS-5UTPD-2MG,6800,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-5UTPD-5MG,4000,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-5UTPD-10MG,2400,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-5UTPD-30MG,480,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-5UTPD-2MY,1700,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-UTP5H-300MBK,100,,remark=VR,20928__new order 2025-0627.xlsx
2025-06-27,LS-C5U305G,500,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-C5U305BK,100,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-5STPD-3M,1000,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-5STPD-30M,200,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-5SFTP-B300M,100,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-6UTPD-0.5MG,2200,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-6UTPD-50MG,100,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-F6-UTPD-10M,600,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-F6UTPD-10MW,600,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-6AFTP-0.5M,1400,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-6AFTP-1M,2000,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-6AFTP-2M,1200,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-6AFTP-3M,900,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-6AFTP-5M,600,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-6AFTP-10M,500,,remark=VR,20928__new order 2025-0627.xlsx
2025-06-27,LS-6AFTP-15M,300,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-7SSTPD-0.5MG,2000,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-7SSTPD-1MG,1400,,,20928__new order 2025-0627.xlsx
2025-06-27,LS-7SSTPD-2MG,1800,,,20928__new order 2025-0627.xlsx
